Total Visits,Unique Visitors,Avg Session Duration,Bounce Rate,Journeys Per Session,Avg Time on Journey,Most Visited Journey,Journey Steps,Time on Step,TDA Clicks,RFO Clicks,Conversion Rate,Lead Conversion Rate,Document Downloads,Purchases,Feedback Score,Search Query Frequency,Search Result CTR,Social Shares,Page Load Time,Error Rates,User Demographics,Behavioral Segment,Date
1240.0,857.0,8.83,26.07,5.0,4.32,Inventory Check,dealer-search.dealer-2,3.2,tda.skoda-model-3,rfo.skoda-model-1,7.69,4.51,177.0,23.0,3.1,new car models,39.91,64.0,1.43,0.06,"25-34, Male",Frequent Buyer,2023-01-18
1014.0,1064.0,8.98,40.95,2.0,4.3,Car Configurator,dealer-search.finish,4.6,tda.skoda-model-2,rfo.skoda-model-3,8.03,4.56,58.0,19.0,3.5,car pricing,25.99,99.0,3.82,0.02,"35-44, Female",Frequent Buyer,2023-01-26
854.0,893.0,7.23,23.89,2.0,3.41,Dealer Search,car-configurator.step-1,4.24,tda.skoda-model-3,rfo.skoda-model-1,5.3,0.63,102.0,29.0,3.0,new car models,27.41,71.0,1.63,0.03,"25-34, Male",Returning Visitor,2023-01-04
1067.0,1154.0,3.5,44.46,3.0,2.03,Dealer Search,dealer-search.dealer-2,2.41,tda.skoda-model-3,rfo.skoda-model-2,7.89,1.8,131.0,23.0,4.3,dealership locations,44.62,86.0,2.56,0.04,"35-44, Female",New Visitor,2023-01-04
1009.0,899.0,8.29,22.19,2.0,1.78,Inventory Check,dealer-search.dealer-1,1.42,tda.skoda-model-3,rfo.skoda-model-2,6.0,2.99,164.0,16.0,3.7,car pricing,26.35,57.0,2.61,0.09,"18-24, Female",New Visitor,2023-01-07
1167.0,1007.0,4.5,34.11,3.0,4.27,Brandportal,brandportal.skoda-model-1,2.84,tda.skoda-model-1,rfo.skoda-model-2,2.99,2.35,199.0,8.0,4.5,car pricing,32.37,98.0,2.86,0.04,"25-34, Male",New Visitor,2023-01-18
1125.0,881.0,4.91,45.29,1.0,2.1,Brandportal,inventory-check.skoda-model-2,2.13,tda.skoda-model-3,rfo.skoda-model-1,6.03,3.99,177.0,20.0,3.9,car pricing,28.95,66.0,3.65,0.07,"35-44, Female",New Visitor,2023-01-12
1249.0,1096.0,7.61,53.19,3.0,1.43,Car Configurator,brandportal.skoda-model-1,3.33,tda.skoda-model-2,rfo.skoda-model-2,9.55,1.5,146.0,22.0,3.9,car pricing,46.34,92.0,1.84,0.1,"25-34, Male",Frequent Buyer,2023-01-25
1089.0,782.0,8.98,38.83,2.0,3.7,Dealer Search,dealer-search.dealer-1,3.51,tda.skoda-model-3,rfo.skoda-model-3,7.74,3.49,175.0,26.0,4.4,car pricing,32.96,70.0,1.72,0.1,"35-44, Female",Frequent Buyer,2023-01-01
1205.0,1003.0,6.32,36.71,5.0,3.5,Brandportal,brandportal.skoda-model-1,1.49,tda.skoda-model-1,rfo.skoda-model-2,4.12,1.9,168.0,29.0,4.5,car pricing,31.09,52.0,2.15,0.1,"25-34, Male",Returning Visitor,2023-01-02
910.0,883.0,8.53,32.63,2.0,3.53,Car Configurator,brandportal.skoda-model-1,2.0,tda.skoda-model-1,rfo.skoda-model-2,9.84,1.87,175.0,29.0,4.2,car pricing,33.13,71.0,3.14,0.03,"25-34, Male",New Visitor,2023-01-18
1118.0,1124.0,3.73,42.25,2.0,1.26,Car Configurator,brandportal.finish,2.26,tda.skoda-model-1,rfo.skoda-model-3,9.05,3.37,153.0,10.0,3.1,dealership locations,43.8,90.0,3.08,0.06,"25-34, Male",Frequent Buyer,2023-01-16
811.0,823.0,8.45,51.17,1.0,1.77,Dealer Search,car-configurator.start,4.29,tda.skoda-model-3,rfo.skoda-model-2,1.33,1.75,190.0,17.0,4.6,dealership locations,36.54,85.0,3.98,0.04,"18-24, Female",Returning Visitor,2023-01-18
1237.0,720.0,7.58,27.17,2.0,5.0,Brandportal,dealer-search.dealer-2,2.07,tda.skoda-model-1,rfo.skoda-model-2,5.03,4.09,146.0,20.0,4.9,new car models,40.06,43.0,2.95,0.07,"18-24, Female",New Visitor,2023-01-26
1454.0,818.0,6.04,39.65,2.0,1.98,Car Configurator,inventory-check.skoda-model-2,2.82,tda.skoda-model-2,rfo.skoda-model-3,9.73,4.93,92.0,30.0,4.2,new car models,27.2,79.0,3.1,0.04,"25-34, Male",Frequent Buyer,2023-01-13
1286.0,889.0,4.19,52.98,4.0,4.4,Dealer Search,inventory-check.skoda-model-2,3.84,tda.skoda-model-3,rfo.skoda-model-1,2.38,3.58,140.0,6.0,4.3,car pricing,49.75,98.0,3.73,0.08,"25-34, Male",Frequent Buyer,2023-01-12
1379.0,760.0,4.09,61.03,4.0,4.65,Dealer Search,dealer-search.dealer-2,2.96,tda.skoda-model-1,rfo.skoda-model-1,8.37,2.33,60.0,15.0,3.6,car pricing,41.79,83.0,1.68,0.09,"25-34, Male",Frequent Buyer,2023-01-27
820.0,781.0,9.99,21.83,1.0,2.99,Car Configurator,brandportal.finish,1.04,tda.skoda-model-2,rfo.skoda-model-3,8.52,3.92,59.0,8.0,3.9,car pricing,49.36,84.0,2.68,0.08,"35-44, Female",Returning Visitor,2023-01-10
1434.0,1014.0,4.76,31.29,4.0,2.97,Dealer Search,dealer-search.dealer-1,1.57,tda.skoda-model-2,rfo.skoda-model-1,8.87,4.36,188.0,9.0,3.2,new car models,33.4,54.0,2.83,0.01,"18-24, Female",Frequent Buyer,2023-01-01
908.0,1188.0,7.04,69.71,2.0,1.98,Inventory Check,inventory-check.skoda-model-1,1.06,tda.skoda-model-1,rfo.skoda-model-2,4.05,1.18,200.0,11.0,4.8,new car models,25.68,51.0,2.9,0.05,"18-24, Female",Frequent Buyer,2023-01-28
1320.0,919.0,5.77,24.76,2.0,1.91,Car Configurator,brandportal.finish,3.43,tda.skoda-model-2,rfo.skoda-model-3,6.22,1.1,167.0,13.0,4.6,new car models,24.86,79.0,3.46,0.04,"25-34, Male",New Visitor,2023-01-15
1482.0,958.0,6.86,37.49,2.0,1.43,Dealer Search,car-configurator.start,2.21,tda.skoda-model-3,rfo.skoda-model-1,8.68,4.07,100.0,12.0,4.5,dealership locations,44.76,51.0,3.75,0.08,"25-34, Male",New Visitor,2023-01-22
1309.0,907.0,3.71,69.51,2.0,2.33,Brandportal,dealer-search.dealer-2,2.0,tda.skoda-model-1,rfo.skoda-model-2,7.43,2.29,150.0,22.0,3.2,new car models,48.2,52.0,3.32,0.04,"35-44, Female",Returning Visitor,2023-01-07
1358.0,1128.0,3.43,33.0,2.0,2.87,Inventory Check,dealer-search.dealer-2,2.92,tda.skoda-model-1,rfo.skoda-model-3,9.45,1.08,155.0,17.0,3.8,dealership locations,30.85,92.0,1.79,0.08,"18-24, Female",Frequent Buyer,2023-01-05
1337.0,1151.0,9.02,28.16,4.0,4.34,Dealer Search,car-configurator.step-2,2.81,tda.skoda-model-1,rfo.skoda-model-2,2.77,0.71,91.0,29.0,3.2,dealership locations,40.47,65.0,2.75,0.02,"35-44, Female",New Visitor,2023-01-06
994.0,1024.0,9.13,59.65,2.0,4.17,Dealer Search,brandportal.skoda-model-1,1.05,tda.skoda-model-3,rfo.skoda-model-3,9.95,3.88,78.0,19.0,4.0,dealership locations,41.41,88.0,2.3,0.02,"25-34, Male",Frequent Buyer,2023-01-24
959.0,983.0,9.26,49.49,4.0,3.45,Inventory Check,dealer-search.dealer-1,1.9,tda.skoda-model-1,rfo.skoda-model-3,9.04,1.08,65.0,23.0,3.1,new car models,45.56,84.0,2.59,0.05,"18-24, Female",New Visitor,2023-01-19
975.0,739.0,8.49,27.0,4.0,3.98,Inventory Check,dealer-search.dealer-1,2.77,tda.skoda-model-1,rfo.skoda-model-2,9.72,1.58,81.0,27.0,3.5,new car models,40.19,88.0,1.93,0.03,"35-44, Female",Returning Visitor,2023-01-06
956.0,818.0,9.42,64.86,1.0,4.73,Dealer Search,dealer-search.dealer-1,3.59,tda.skoda-model-1,rfo.skoda-model-2,1.36,4.98,153.0,15.0,4.0,dealership locations,44.92,61.0,2.33,0.08,"35-44, Female",New Visitor,2023-01-13
1029.0,950.0,4.78,45.59,3.0,3.04,Car Configurator,inventory-check.booking,1.32,tda.skoda-model-2,rfo.skoda-model-1,6.14,4.56,193.0,11.0,4.0,dealership locations,40.27,57.0,1.18,0.01,"25-34, Male",Frequent Buyer,2023-01-20
1272.0,1054.0,4.68,58.04,1.0,4.87,Inventory Check,car-configurator.start,3.71,tda.skoda-model-3,rfo.skoda-model-1,2.0,4.42,71.0,22.0,3.5,new car models,39.46,70.0,2.14,0.06,"25-34, Male",New Visitor,2023-01-03
1351.0,1191.0,8.38,42.44,2.0,4.64,Inventory Check,inventory-check.skoda-model-1,4.97,tda.skoda-model-1,rfo.skoda-model-2,6.73,1.43,158.0,7.0,4.1,new car models,43.87,90.0,1.24,0.04,"18-24, Female",New Visitor,2023-01-14
1018.0,962.0,6.78,20.1,3.0,3.34,Brandportal,brandportal.skoda-model-1,2.39,tda.skoda-model-3,rfo.skoda-model-3,9.74,1.89,121.0,21.0,4.1,dealership locations,47.04,99.0,3.33,0.07,"18-24, Female",Frequent Buyer,2023-01-06
1459.0,732.0,5.54,29.37,3.0,1.2,Brandportal,car-configurator.finish,1.56,tda.skoda-model-1,rfo.skoda-model-1,3.6,1.44,149.0,16.0,5.0,new car models,23.89,65.0,1.28,0.07,"25-34, Male",New Visitor,2023-01-10
1335.0,906.0,9.74,58.39,5.0,4.8,Car Configurator,brandportal.skoda-model-2,3.24,tda.skoda-model-1,rfo.skoda-model-1,8.31,1.44,195.0,12.0,3.5,new car models,36.44,65.0,1.05,0.02,"35-44, Female",Frequent Buyer,2023-01-10
812.0,1073.0,7.48,22.96,3.0,2.32,Inventory Check,dealer-search.dealer-2,3.37,tda.skoda-model-3,rfo.skoda-model-1,9.01,3.22,126.0,10.0,3.9,dealership locations,46.17,95.0,3.44,0.05,"25-34, Male",Returning Visitor,2023-01-16
1257.0,823.0,5.42,52.84,2.0,1.97,Brandportal,brandportal.skoda-model-1,1.17,tda.skoda-model-1,rfo.skoda-model-1,4.78,3.0,99.0,19.0,3.7,new car models,45.45,84.0,2.49,0.05,"25-34, Male",New Visitor,2023-01-07
1365.0,1195.0,7.21,35.22,3.0,4.1,Brandportal,inventory-check.skoda-model-1,2.78,tda.skoda-model-1,rfo.skoda-model-3,5.18,0.7,178.0,8.0,4.7,dealership locations,45.59,90.0,1.34,0.07,"35-44, Female",Frequent Buyer,2023-01-07
1250.0,1143.0,5.35,63.85,5.0,2.9,Inventory Check,dealer-search.dealer-1,4.75,tda.skoda-model-1,rfo.skoda-model-1,9.08,0.74,169.0,6.0,3.9,car pricing,49.23,74.0,3.32,0.02,"35-44, Female",New Visitor,2023-01-07
1026.0,1140.0,3.53,31.2,4.0,1.43,Dealer Search,inventory-check.skoda-model-1,3.04,tda.skoda-model-3,rfo.skoda-model-2,7.42,4.88,104.0,11.0,3.1,car pricing,32.79,92.0,2.24,0.02,"35-44, Female",New Visitor,2023-01-15
1210.0,908.0,4.08,32.4,5.0,3.74,Inventory Check,brandportal.skoda-model-2,4.95,tda.skoda-model-2,rfo.skoda-model-1,7.02,1.74,73.0,29.0,3.1,new car models,49.8,79.0,2.49,0.09,"35-44, Female",Returning Visitor,2023-01-20
815.0,710.0,7.41,23.1,5.0,2.24,Brandportal,inventory-check.skoda-model-2,3.76,tda.skoda-model-2,rfo.skoda-model-3,5.85,3.24,174.0,12.0,3.6,new car models,40.27,83.0,3.87,0.06,"35-44, Female",New Visitor,2023-01-13
903.0,1005.0,4.91,51.9,3.0,4.65,Brandportal,inventory-check.skoda-model-1,2.22,tda.skoda-model-1,rfo.skoda-model-1,5.16,2.92,84.0,21.0,4.5,car pricing,31.62,100.0,2.67,0.07,"18-24, Female",Returning Visitor,2023-01-22
925.0,1155.0,9.13,41.28,4.0,4.05,Car Configurator,dealer-search.finish,3.82,tda.skoda-model-1,rfo.skoda-model-2,1.1,3.65,147.0,27.0,4.8,new car models,42.27,90.0,2.15,0.04,"35-44, Female",Returning Visitor,2023-01-25
1314.0,913.0,3.26,64.67,3.0,3.41,Inventory Check,car-configurator.step-1,2.51,tda.skoda-model-1,rfo.skoda-model-3,6.03,1.7,139.0,6.0,3.4,new car models,32.9,77.0,1.83,0.03,"35-44, Female",Returning Visitor,2023-01-14
1365.0,1034.0,4.74,66.92,5.0,2.13,Car Configurator,car-configurator.start,1.23,tda.skoda-model-1,rfo.skoda-model-2,9.57,1.91,84.0,20.0,4.5,car pricing,24.58,76.0,2.18,0.05,"18-24, Female",Frequent Buyer,2023-01-22
952.0,746.0,6.0,45.3,5.0,1.09,Car Configurator,brandportal.skoda-model-2,2.43,tda.skoda-model-3,rfo.skoda-model-2,5.93,4.11,78.0,22.0,4.5,dealership locations,37.51,73.0,2.97,0.02,"35-44, Female",Returning Visitor,2023-01-18
1431.0,813.0,8.5,35.16,2.0,1.53,Dealer Search,car-configurator.start,4.25,tda.skoda-model-3,rfo.skoda-model-1,3.48,2.09,156.0,25.0,4.9,new car models,24.6,70.0,1.22,0.04,"18-24, Female",Returning Visitor,2023-01-03
1017.0,1038.0,3.42,48.76,1.0,1.17,Dealer Search,inventory-check.skoda-model-1,3.13,tda.skoda-model-1,rfo.skoda-model-2,5.82,2.31,199.0,14.0,3.9,dealership locations,47.95,51.0,1.61,0.05,"18-24, Female",Returning Visitor,2023-01-01
1070.0,749.0,8.75,41.89,2.0,2.43,Car Configurator,dealer-search.finish,1.83,tda.skoda-model-3,rfo.skoda-model-3,2.97,4.38,119.0,18.0,4.4,car pricing,34.34,40.0,2.86,0.09,"35-44, Female",Returning Visitor,2023-01-29
923.0,1136.0,5.5,67.46,2.0,4.48,Car Configurator,inventory-check.skoda-model-2,3.46,tda.skoda-model-3,rfo.skoda-model-2,6.85,1.69,184.0,19.0,3.9,car pricing,48.37,60.0,1.6,0.1,"35-44, Female",New Visitor,2023-01-16
1140.0,765.0,7.87,48.14,4.0,3.12,Car Configurator,dealer-search.dealer-2,3.95,tda.skoda-model-1,rfo.skoda-model-3,3.69,4.95,69.0,16.0,4.9,dealership locations,28.69,69.0,1.04,0.04,"25-34, Male",New Visitor,2023-01-24
1359.0,1062.0,6.1,23.17,4.0,4.27,Dealer Search,car-configurator.finish,1.6,tda.skoda-model-3,rfo.skoda-model-1,8.26,2.89,86.0,5.0,3.6,car pricing,39.8,95.0,2.33,0.05,"35-44, Female",Frequent Buyer,2023-01-16
1375.0,1151.0,5.47,28.92,1.0,3.21,Car Configurator,brandportal.skoda-model-1,4.49,tda.skoda-model-2,rfo.skoda-model-2,3.65,0.91,182.0,12.0,4.7,new car models,45.81,87.0,3.27,0.09,"35-44, Female",Returning Visitor,2023-01-18
1276.0,1046.0,7.08,49.41,2.0,3.05,Dealer Search,brandportal.skoda-model-1,1.76,tda.skoda-model-2,rfo.skoda-model-2,2.58,2.34,130.0,18.0,3.1,car pricing,46.54,44.0,1.56,0.09,"35-44, Female",Frequent Buyer,2023-01-24
1357.0,1082.0,3.3,56.31,4.0,3.57,Car Configurator,car-configurator.step-2,1.94,tda.skoda-model-3,rfo.skoda-model-2,4.73,3.52,189.0,12.0,4.6,car pricing,35.0,41.0,1.35,0.06,"25-34, Male",Returning Visitor,2023-01-27
1447.0,1079.0,6.18,54.18,2.0,1.59,Car Configurator,brandportal.finish,1.39,tda.skoda-model-2,rfo.skoda-model-1,3.01,3.0,89.0,10.0,3.7,dealership locations,21.13,82.0,3.98,0.04,"25-34, Male",Returning Visitor,2023-01-05
919.0,757.0,4.42,55.83,1.0,3.16,Dealer Search,dealer-search.dealer-2,1.99,tda.skoda-model-1,rfo.skoda-model-1,8.65,1.33,99.0,30.0,4.8,dealership locations,37.59,95.0,2.57,0.1,"25-34, Male",Returning Visitor,2023-01-25
1256.0,1013.0,5.76,31.44,3.0,4.19,Car Configurator,brandportal.finish,3.32,tda.skoda-model-1,rfo.skoda-model-1,2.46,4.85,126.0,22.0,3.7,car pricing,40.44,52.0,1.76,0.05,"25-34, Male",New Visitor,2023-01-02
1000.0,869.0,3.65,42.89,2.0,4.55,Brandportal,inventory-check.booking,1.21,tda.skoda-model-1,rfo.skoda-model-3,3.29,2.21,74.0,14.0,3.4,new car models,23.83,48.0,3.19,0.02,"35-44, Female",New Visitor,2023-01-13
1139.0,946.0,4.83,61.77,4.0,4.0,Car Configurator,brandportal.skoda-model-1,3.76,tda.skoda-model-1,rfo.skoda-model-3,4.55,1.45,84.0,17.0,3.7,dealership locations,35.67,68.0,3.32,0.07,"25-34, Male",Frequent Buyer,2023-01-16
1149.0,792.0,6.62,37.28,3.0,1.12,Dealer Search,dealer-search.dealer-2,1.91,tda.skoda-model-2,rfo.skoda-model-2,6.7,2.44,199.0,9.0,4.2,new car models,41.92,69.0,2.33,0.01,"25-34, Male",New Visitor,2023-01-02
1282.0,1023.0,5.81,56.07,4.0,2.34,Dealer Search,brandportal.finish,2.8,tda.skoda-model-3,rfo.skoda-model-3,6.89,0.58,158.0,10.0,4.6,dealership locations,20.79,90.0,3.79,0.05,"35-44, Female",Returning Visitor,2023-01-26
1286.0,1029.0,8.34,65.89,4.0,2.44,Inventory Check,dealer-search.dealer-1,3.16,tda.skoda-model-2,rfo.skoda-model-3,5.1,4.43,145.0,26.0,3.7,dealership locations,34.53,84.0,1.25,0.08,"35-44, Female",Frequent Buyer,2023-01-11
1218.0,710.0,5.29,36.77,1.0,1.42,Car Configurator,car-configurator.step-1,4.8,tda.skoda-model-1,rfo.skoda-model-1,7.03,2.59,130.0,15.0,3.6,dealership locations,49.79,84.0,3.57,0.04,"18-24, Female",New Visitor,2023-01-25
1344.0,888.0,6.08,30.2,5.0,3.16,Brandportal,car-configurator.step-2,1.87,tda.skoda-model-3,rfo.skoda-model-3,3.82,4.32,102.0,15.0,4.8,car pricing,35.6,54.0,3.78,0.04,"25-34, Male",Frequent Buyer,2023-01-26
1429.0,997.0,6.0,28.84,1.0,3.65,Inventory Check,inventory-check.skoda-model-1,2.34,tda.skoda-model-1,rfo.skoda-model-3,9.57,0.56,149.0,9.0,4.0,dealership locations,28.43,47.0,1.53,0.08,"25-34, Male",Frequent Buyer,2023-01-17
894.0,1128.0,4.85,45.08,3.0,3.54,Inventory Check,inventory-check.booking,2.96,tda.skoda-model-3,rfo.skoda-model-1,1.83,3.96,132.0,27.0,3.1,new car models,46.49,72.0,2.06,0.04,"18-24, Female",Returning Visitor,2023-01-02
1366.0,1142.0,9.75,31.52,4.0,3.09,Dealer Search,brandportal.skoda-model-2,1.04,tda.skoda-model-1,rfo.skoda-model-1,2.23,0.98,175.0,9.0,4.3,car pricing,48.63,42.0,2.25,0.06,"25-34, Male",New Visitor,2023-01-11
1434.0,740.0,4.36,45.82,5.0,1.63,Dealer Search,brandportal.skoda-model-2,5.0,tda.skoda-model-2,rfo.skoda-model-3,6.23,1.52,146.0,21.0,4.5,new car models,31.48,45.0,2.24,0.03,"35-44, Female",Frequent Buyer,2023-01-15
1290.0,1170.0,5.39,24.12,4.0,2.63,Dealer Search,dealer-search.finish,1.94,tda.skoda-model-2,rfo.skoda-model-3,4.99,4.9,125.0,23.0,4.2,new car models,34.2,76.0,1.2,0.08,"18-24, Female",New Visitor,2023-01-12
1486.0,836.0,3.86,46.13,2.0,1.54,Brandportal,brandportal.skoda-model-1,4.07,tda.skoda-model-1,rfo.skoda-model-1,2.52,1.35,188.0,25.0,4.0,dealership locations,44.23,68.0,1.7,0.03,"25-34, Male",Frequent Buyer,2023-01-20
1200.0,979.0,7.8,20.17,5.0,1.06,Inventory Check,inventory-check.booking,2.68,tda.skoda-model-2,rfo.skoda-model-1,3.22,4.4,142.0,21.0,3.7,car pricing,33.04,78.0,2.57,0.1,"18-24, Female",Returning Visitor,2023-01-13
912.0,819.0,3.27,28.7,1.0,4.42,Dealer Search,inventory-check.booking,1.78,tda.skoda-model-1,rfo.skoda-model-1,6.1,3.42,131.0,8.0,4.4,dealership locations,48.26,98.0,2.4,0.07,"25-34, Male",Frequent Buyer,2023-01-17
1345.0,892.0,5.88,54.74,2.0,1.7,Inventory Check,car-configurator.finish,3.64,tda.skoda-model-2,rfo.skoda-model-1,3.12,2.91,99.0,26.0,3.8,dealership locations,41.61,85.0,2.48,0.03,"25-34, Male",New Visitor,2023-01-02
1388.0,1127.0,6.32,27.41,1.0,3.07,Dealer Search,dealer-search.finish,1.67,tda.skoda-model-3,rfo.skoda-model-1,4.14,1.69,105.0,16.0,4.1,car pricing,28.7,90.0,1.08,0.02,"18-24, Female",Frequent Buyer,2023-01-04
1037.0,1060.0,4.39,44.09,3.0,3.47,Inventory Check,brandportal.finish,4.41,tda.skoda-model-2,rfo.skoda-model-1,4.92,3.78,56.0,6.0,4.1,new car models,35.28,95.0,1.96,0.03,"18-24, Female",New Visitor,2023-01-16
863.0,822.0,4.25,67.79,3.0,2.16,Brandportal,car-configurator.step-2,2.76,tda.skoda-model-2,rfo.skoda-model-2,1.09,1.85,165.0,21.0,4.5,new car models,32.84,87.0,3.82,0.01,"25-34, Male",Returning Visitor,2023-01-17
1268.0,842.0,8.44,58.82,2.0,4.0,Inventory Check,inventory-check.skoda-model-1,4.72,tda.skoda-model-2,rfo.skoda-model-3,1.6,3.84,177.0,24.0,3.9,car pricing,48.1,41.0,2.05,0.05,"35-44, Female",New Visitor,2023-01-09
1389.0,1176.0,4.75,36.18,4.0,2.46,Brandportal,dealer-search.dealer-2,3.72,tda.skoda-model-1,rfo.skoda-model-3,4.32,4.58,143.0,6.0,4.6,car pricing,36.0,90.0,1.97,0.03,"35-44, Female",Returning Visitor,2023-01-19
905.0,1035.0,7.21,58.7,2.0,4.4,Inventory Check,car-configurator.step-2,4.94,tda.skoda-model-3,rfo.skoda-model-1,1.77,4.01,134.0,15.0,3.4,car pricing,48.27,72.0,1.02,0.07,"18-24, Female",New Visitor,2023-01-03
1186.0,929.0,9.94,60.77,3.0,2.77,Inventory Check,car-configurator.step-1,1.47,tda.skoda-model-1,rfo.skoda-model-2,7.65,1.14,51.0,24.0,4.0,new car models,33.62,67.0,3.94,0.05,"18-24, Female",Returning Visitor,2023-01-14
1339.0,904.0,9.9,52.62,3.0,4.13,Car Configurator,car-configurator.step-1,3.39,tda.skoda-model-3,rfo.skoda-model-2,4.75,1.76,54.0,23.0,3.4,dealership locations,39.89,44.0,1.11,0.09,"25-34, Male",New Visitor,2023-01-26
849.0,818.0,4.33,33.59,2.0,4.61,Car Configurator,brandportal.finish,4.77,tda.skoda-model-2,rfo.skoda-model-1,1.43,0.52,196.0,9.0,5.0,car pricing,34.63,91.0,2.17,0.01,"25-34, Male",New Visitor,2023-01-19
1252.0,777.0,9.98,66.85,2.0,1.82,Inventory Check,dealer-search.dealer-2,2.19,tda.skoda-model-2,rfo.skoda-model-3,6.77,1.67,142.0,24.0,4.9,new car models,26.96,61.0,3.78,0.05,"18-24, Female",Returning Visitor,2023-01-04
1267.0,943.0,3.1,50.49,3.0,1.88,Brandportal,dealer-search.dealer-1,2.33,tda.skoda-model-3,rfo.skoda-model-3,1.13,3.97,61.0,26.0,3.9,dealership locations,49.8,45.0,3.27,0.1,"25-34, Male",Frequent Buyer,2023-01-05
1184.0,726.0,7.76,66.83,4.0,1.16,Dealer Search,inventory-check.skoda-model-1,1.2,tda.skoda-model-2,rfo.skoda-model-1,8.34,3.89,55.0,10.0,3.4,new car models,48.16,44.0,2.07,0.06,"18-24, Female",New Visitor,2023-01-03
1172.0,946.0,7.15,50.31,3.0,4.01,Car Configurator,dealer-search.dealer-2,2.26,tda.skoda-model-2,rfo.skoda-model-1,4.41,1.45,126.0,25.0,3.9,new car models,37.39,85.0,3.27,0.09,"18-24, Female",Frequent Buyer,2023-01-22
1424.0,949.0,3.53,31.03,4.0,3.72,Car Configurator,brandportal.skoda-model-1,4.61,tda.skoda-model-1,rfo.skoda-model-3,9.5,2.99,137.0,26.0,4.3,dealership locations,46.36,58.0,3.16,0.02,"35-44, Female",Frequent Buyer,2023-01-10
902.0,942.0,9.64,22.82,3.0,3.87,Car Configurator,brandportal.finish,4.61,tda.skoda-model-3,rfo.skoda-model-1,1.25,2.62,125.0,6.0,4.9,car pricing,41.91,68.0,1.83,0.04,"25-34, Male",New Visitor,2023-01-19
1499.0,702.0,3.38,30.84,3.0,2.16,Inventory Check,brandportal.skoda-model-1,3.74,tda.skoda-model-2,rfo.skoda-model-2,4.38,0.51,175.0,29.0,4.7,dealership locations,34.09,94.0,1.59,0.09,"18-24, Female",New Visitor,2023-01-13
1367.0,808.0,3.5,45.3,2.0,4.07,Inventory Check,car-configurator.finish,2.06,tda.skoda-model-1,rfo.skoda-model-2,4.69,3.43,85.0,14.0,3.4,car pricing,32.17,85.0,1.51,0.06,"18-24, Female",New Visitor,2023-01-28
1217.0,1059.0,6.17,54.1,1.0,2.68,Brandportal,inventory-check.skoda-model-1,4.79,tda.skoda-model-1,rfo.skoda-model-3,8.49,3.55,59.0,7.0,3.1,car pricing,41.06,59.0,3.39,0.03,"18-24, Female",Frequent Buyer,2023-01-25
1463.0,957.0,8.75,45.23,2.0,4.98,Car Configurator,car-configurator.finish,1.93,tda.skoda-model-1,rfo.skoda-model-2,7.72,4.3,116.0,21.0,4.8,new car models,23.46,66.0,1.82,0.03,"25-34, Male",New Visitor,2023-01-22
1304.0,827.0,6.42,59.29,5.0,1.16,Dealer Search,brandportal.skoda-model-2,1.96,tda.skoda-model-1,rfo.skoda-model-2,9.99,2.76,145.0,6.0,3.9,new car models,46.07,72.0,1.36,0.07,"25-34, Male",Returning Visitor,2023-01-17
1296.0,1050.0,7.05,32.73,2.0,2.68,Car Configurator,inventory-check.booking,2.64,tda.skoda-model-3,rfo.skoda-model-3,3.56,4.83,89.0,20.0,3.8,car pricing,36.07,58.0,3.96,0.07,"35-44, Female",Frequent Buyer,2023-01-16
806.0,785.0,9.46,52.22,4.0,4.82,Inventory Check,dealer-search.dealer-1,1.7,tda.skoda-model-3,rfo.skoda-model-3,7.84,3.82,172.0,10.0,3.9,new car models,39.45,50.0,3.82,0.04,"18-24, Female",Frequent Buyer,2023-01-19
1231.0,984.0,4.63,33.55,5.0,4.06,Brandportal,car-configurator.start,2.19,tda.skoda-model-2,rfo.skoda-model-1,6.88,3.56,133.0,7.0,3.2,car pricing,43.3,98.0,2.72,0.08,"18-24, Female",Returning Visitor,2023-01-03
